company,location,industry,total_laid_off,percentage_laid_off,date,stage,country,funds_raised_millions
552,148,26,30.0,0.17,2023-01-05,15,56,176.0
1201,173,6,30.0,0.25,2023-01-05,6,25,116.0
1218,126,29,30.0,0.08,2023-01-05,2,56,178.0
1684,173,14,30.0,0.33,2023-01-05,15,25,50.0
1711,67,26,25.0,0.15,2023-01-05,5,22,62.0
114,126,20,80.0,0.15,2023-01-05,8,56,863.0
386,126,24,80.0,0.25791719543147207,2023-01-05,1,56,1600.0
1005,27,16,80.0,0.25791719543147207,2023-01-05,1,1,98.0
1520,148,26,80.0,0.2,2023-01-05,1,56,79.0
1569,24,15,80.0,0.4,2023-01-05,1,56,173.0
64,159,26,8000.0,0.02,2023-01-04,1,56,108.0
1388,148,27,8000.0,0.1,2023-01-04,1,56,65.0
107,41,6,76.0,0.2,2023-01-04,6,56,282.0
843,126,21,75.0,0.11,2023-01-04,1,56,166.0
115,126,19,20.0,0.05,2023-01-04,8,56,274.0
246,24,15,80.0,0.25,2023-01-04,1,56,530.0
1752,126,2,80.0,0.11,2023-01-04,1,56,450.0
1819,148,3,80.0,1.0,2023-01-04,15,56,29.0
1206,24,13,245.0,0.04,2023-01-03,1,56,156.5
1705,148,29,76.0,0.1,2023-01-03,8,56,620.0
710,123,7,60.0,0.3,2023-01-03,0,22,156.5
253,162,2,80.0,0.1,2023-01-03,15,9,9400.0
67,167,29,700.0,0.03,2023-01-02,1,56,156.5
170,162,21,80.0,0.3,2022-12-27,1,9,3700.0
1117,13,3,80.0,0.4,2022-12-27,4,45,8.0
1195,3,10,150.0,0.06,2022-12-26,0,34,156.5
523,98,22,80.0,0.15,2022-12-25,5,55,96.0
1800,170,24,99.0,0.22,2022-12-23,15,1,156.5
138,134,26,93.0,0.13,2022-12-23,8,16,1000.0
1868,98,24,50.0,0.25791719543147207,2022-12-23,6,55,25.0
1288,152,14,153.0,0.25791719543147207,2022-12-22,1,56,156.5
1672,152,30,350.0,0.25,2022-12-21,1,56,648.0
913,18,22,80.0,0.5,2022-12-21,4,17,90.0
324,164,12,65.0,0.24,2022-12-20,8,46,50.0
233,176,10,26.0,0.4,2022-12-20,4,7,10.0
1532,98,6,80.0,0.25791719543147207,2022-12-20,15,55,63.0
1856,14,2,80.0,0.1,2022-12-20,9,9,892.0
739,50,24,18.0,0.13,2022-12-19,0,56,4.0
716,148,15,80.0,0.25791719543147207,2022-12-19,7,56,136.0
1825,14,2,80.0,0.25791719543147207,2022-12-19,1,56,7400.0
1837,107,12,80.0,1.0,2022-12-19,15,1,2.0
1638,68,10,30.0,0.25,2022-12-16,15,17,29.0
1345,115,6,24.0,0.3,2022-12-16,4,7,26.0
0,176,30,80.0,0.25791719543147207,2022-12-16,1,7,156.5
120,99,3,80.0,0.25791719543147207,2022-12-16,5,56,205.0
786,98,22,80.0,0.1,2022-12-16,15,55,704.0
1036,148,10,80.0,0.18,2022-12-16,6,56,183.0
1315,35,26,80.0,0.12,2022-12-16,4,7,30.0
1486,50,15,80.0,0.15,2022-12-16,6,56,183.0
168,8,26,180.0,0.13,2022-12-15,1,56,224.0
623,148,29,90.0,0.02,2022-12-15,1,56,484.0
901,126,22,80.0,0.31,2022-12-15,6,56,379.0
1814,18,13,60.0,0.2,2022-12-15,5,56,76.0
82,148,23,80.0,0.15,2022-12-15,7,56,183.0
821,80,26,200.0,0.3,2022-12-14,1,23,5100.0
675,181,7,100.0,0.25791719543147207,2022-12-14,7,2,686.0
1291,148,30,72.0,0.25791719543147207,2022-12-14,1,56,175.0
715,99,15,50.0,0.04,2022-12-14,15,56,215.0
325,99,12,40.0,0.1,2022-12-14,6,56,64.0
892,19,24,80.0,0.25791719543147207,2022-12-14,6,56,347.0
1626,148,2,160.0,0.14,2022-12-13,12,56,698.0
514,137,16,95.0,0.1,2022-12-13,1,56,462.0
874,148,15,78.0,0.09,2022-12-13,8,56,514.0
1746,99,20,46.0,0.13,2022-12-13,1,56,156.5
1583,150,3,80.0,0.25791719543147207,2022-12-13,5,56,235.0
1247,150,7,400.0,0.2,2022-12-12,0,56,192.0
622,137,12,329.0,0.25791719543147207,2022-12-12,0,56,107.0
141,167,27,35.0,0.25791719543147207,2022-12-12,5,56,51.0
289,184,10,80.0,0.25791719543147207,2022-12-12,6,56,189.0
1159,148,7,43.0,0.25,2022-12-10,7,56,240.0
1822,118,23,20.0,0.1,2022-12-10,5,17,94.0
118,51,10,80.0,0.25791719543147207,2022-12-10,6,56,97.0
395,126,24,80.0,0.25791719543147207,2022-12-10,15,56,281.0
1224,117,15,80.0,0.25791719543147207,2022-12-10,15,22,1600.0
1242,173,2,600.0,0.15,2022-12-09,1,25,156.5
1423,18,30,150.0,0.36,2022-12-09,0,17,156.5
59,157,15,113.0,0.16,2022-12-09,6,5,174.0
1267,98,10,85.0,0.33,2022-12-09,5,55,73.0
1131,18,20,62.0,0.115,2022-12-09,7,17,442.0
256,84,10,20.0,0.02,2022-12-09,11,56,537.0
234,173,22,80.0,1.0,2022-12-09,4,25,25.0
473,27,3,80.0,1.0,2022-12-09,15,1,156.5
1062,145,22,80.0,0.25791719543147207,2022-12-09,1,56,225.0
1845,159,3,80.0,0.1,2022-12-09,5,56,25.0
44,148,23,254.0,0.2,2022-12-08,9,56,1400.0
1556,17,12,250.0,0.03,2022-12-08,15,22,3600.0
659,164,13,198.0,0.18,2022-12-08,7,46,82.0
243,157,30,160.0,0.3,2022-12-08,6,5,138.0
190,99,10,95.0,0.05,2022-12-08,2,56,220.0
326,86,26,80.0,0.25791719543147207,2022-12-08,6,17,205.0
1153,173,30,80.0,0.5,2022-12-08,1,25,231.0
1588,24,20,60.0,0.05,2022-12-08,1,56,115.0
801,25,15,43.0,0.25791719543147207,2022-12-08,8,56,459.0
426,148,28,30.0,0.15,2022-12-08,6,56,153.0
96,148,28,25.0,0.04,2022-12-08,2,56,537.0
139,6,3,80.0,0.15,2022-12-08,1,56,932.0
197,126,12,80.0,0.1,2022-12-08,1,56,352.0
580,126,16,80.0,0.25791719543147207,2022-12-08,5,56,32.0
914,145,14,80.0,0.25791719543147207,2022-12-08,1,56,850.0
1081,167,7,80.0,0.17,2022-12-08,1,56,150.0
1723,148,28,80.0,0.14,2022-12-08,5,56,203.0
1727,17,7,385.0,0.25791719543147207,2022-12-07,8,22,292.0
943,157,24,312.0,0.12,2022-12-07,15,5,788.0
1238,148,10,260.0,0.2,2022-12-07,7,56,734.0
1053,148,30,237.0,0.06,2022-12-07,9,56,567.0
1321,109,3,235.0,0.25791719543147207,2022-12-07,4,56,55.0
1329,40,17,150.0,0.1,2022-12-07,2,56,125.0
1758,169,30,130.0,0.13,2022-12-07,7,56,515.0
808,126,20,120.0,0.13,2022-12-07,0,56,116.0
750,148,2,95.0,0.08,2022-12-07,8,56,613.0
698,18,26,40.0,0.1,2022-12-07,15,56,2300.0
916,126,24,30.0,0.3,2022-12-07,5,56,114.0
935,126,10,27.0,0.18,2022-12-07,6,56,115.0
329,148,23,80.0,0.17,2022-12-07,9,56,315.0
1399,80,12,80.0,0.05,2022-12-07,6,23,139.0
1879,111,10,80.0,0.25791719543147207,2022-12-07,0,56,156.5
482,148,10,515.0,0.4,2022-12-06,1,56,679.0
810,148,14,201.0,0.25791719543147207,2022-12-06,1,56,12.0
249,126,21,180.0,0.12,2022-12-06,1,56,696.0
1787,99,22,175.0,0.25,2022-12-06,0,56,156.5
33,148,20,100.0,0.25791719543147207,2022-12-06,1,56,2.0
323,148,10,50.0,0.125,2022-12-06,6,56,302.0
1513,126,10,32.0,0.08,2022-12-06,15,56,480.0
1212,173,28,20.0,0.08,2022-12-06,6,25,165.0
873,98,3,16.0,0.14,2022-12-06,15,55,156.5
226,185,1,13.0,0.13,2022-12-06,5,7,36.0
574,150,17,80.0,0.25791719543147207,2022-12-06,7,56,226.0
1045,90,30,80.0,0.25791719543147207,2022-12-06,15,36,630.0
1091,137,22,80.0,0.17,2022-12-06,2,56,200.0
1132,24,15,80.0,0.25,2022-12-06,7,56,479.0
1875,148,10,80.0,0.11,2022-12-06,1,56,647.0
1559,27,3,90.0,0.4,2022-12-05,15,1,156.5
90,24,28,65.0,0.1,2022-12-05,8,56,265.0
446,173,10,30.0,0.18,2022-12-05,5,25,103.0
527,148,15,80.0,0.25791719543147207,2022-12-05,5,56,323.0
1363,93,26,80.0,0.25791719543147207,2022-12-05,15,56,481.0
1617,179,7,80.0,0.25791719543147207,2022-12-05,1,7,22.0
1113,67,31,600.0,0.25791719543147207,2022-12-03,9,22,4000.0
719,17,11,150.0,0.25791719543147207,2022-12-03,6,22,100.0
251,164,3,80.0,0.3,2022-12-03,15,46,156.5
370,173,28,100.0,0.05,2022-12-02,15,25,156.5
1424,17,2,100.0,0.25791719543147207,2022-12-02,15,22,1700.0
1256,33,10,47.0,0.15,2022-12-02,6,56,184.0
740,148,24,80.0,0.25791719543147207,2022-12-02,15,56,128.0
954,16,2,80.0,1.0,2022-12-02,15,56,9.0
290,164,26,110.0,0.1,2022-12-01,2,46,372.0
187,126,20,100.0,0.37,2022-12-01,8,56,194.0
196,148,7,88.0,0.5,2022-12-01,15,56,156.5
1085,148,23,48.0,0.16,2022-12-01,7,56,212.0
1504,109,27,37.0,0.23,2022-12-01,1,56,32.0
1251,93,29,80.0,0.12,2022-12-01,7,56,419.0
1379,24,15,80.0,0.6,2022-12-01,1,56,229.0
1528,148,11,80.0,0.14,2022-12-01,9,56,151.0
1565,24,15,80.0,0.25,2022-12-01,1,56,321.0
1829,98,10,80.0,0.25791719543147207,2022-12-01,4,55,69.0
488,148,12,1250.0,0.06,2022-11-30,1,56,2500.0
879,148,3,1100.0,0.3,2022-11-30,15,56,134.0
709,99,10,158.0,0.34,2022-11-30,7,56,191.0
1697,80,26,134.0,0.23,2022-11-30,5,23,140.0
1805,126,12,130.0,0.07,2022-11-30,5,56,850.0
1537,18,7,70.0,0.25791719543147207,2022-11-30,4,17,64.0
694,149,20,60.0,0.13,2022-11-30,5,56,145.0
1688,32,10,53.0,0.03,2022-11-30,7,0,544.0
1584,17,7,45.0,0.05,2022-11-30,5,22,118.0
547,32,22,40.0,0.25791719543147207,2022-11-30,15,0,156.5
1623,98,26,30.0,0.5,2022-11-30,0,55,40.0
520,148,6,80.0,0.13,2022-11-30,1,56,162.0
1052,24,30,80.0,0.25791719543147207,2022-11-30,15,56,156.5
1232,148,2,80.0,0.25791719543147207,2022-11-30,1,56,1500.0
1394,159,15,80.0,0.15,2022-11-30,4,56,700.0
1732,150,28,80.0,0.25791719543147207,2022-11-30,0,56,167.0
183,108,3,100.0,0.25791719543147207,2022-11-29,6,32,378.0
966,98,26,50.0,0.25,2022-11-29,15,55,144.0
374,107,3,10.0,0.2,2022-11-29,15,1,1.0
180,148,3,80.0,1.0,2022-11-29,15,56,156.5
367,148,15,80.0,0.18,2022-11-29,1,56,162.0
583,148,26,80.0,0.1,2022-11-29,5,56,269.0
899,90,3,80.0,0.25791719543147207,2022-11-29,15,36,156.5
1014,3,22,80.0,0.31,2022-11-29,6,34,1100.0
1244,66,10,80.0,0.4,2022-11-29,4,32,13.0
1280,24,27,80.0,0.25791719543147207,2022-11-29,4,56,20.0
792,18,22,500.0,0.5,2022-11-28,7,17,604.0
1799,157,2,300.0,0.2,2022-11-28,15,5,260.0
733,17,25,200.0,0.4,2022-11-28,4,22,156.5
88,185,7,90.0,0.06,2022-11-28,7,7,483.0
50,80,10,67.0,0.08,2022-11-28,15,23,245.0
270,126,3,33.0,0.33,2022-11-28,4,56,100.0
1341,18,22,25.0,0.1,2022-11-28,7,17,87.0
194,126,3,80.0,1.0,2022-11-28,8,56,1000.0
635,98,7,80.0,0.25791719543147207,2022-11-28,15,55,50.0
802,159,24,80.0,0.25791719543147207,2022-11-28,4,56,11.0
905,176,3,80.0,0.25791719543147207,2022-11-28,5,7,103.0
1066,148,8,80.0,0.4,2022-11-28,5,56,78.0
310,3,10,80.0,0.24,2022-11-27,15,34,22.0
1857,98,10,80.0,0.25791719543147207,2022-11-26,15,55,389.0
1736,17,21,150.0,0.05,2022-11-25,13,22,1700.0
296,98,30,70.0,0.2,2022-11-25,15,55,157.0
1734,90,12,27.0,0.09,2022-11-25,4,36,43.0
907,32,3,100.0,0.38,2022-11-24,4,0,17.0
1299,90,3,20.0,0.2,2022-11-24,15,36,3.0
1009,170,12,80.0,0.25791719543147207,2022-11-24,0,1,156.5
1717,189,21,80.0,0.25791719543147207,2022-11-24,5,51,156.5
105,150,10,80.0,1.0,2022-11-23,3,56,2.0
680,176,26,80.0,1.0,2022-11-23,3,7,6.0
1382,34,30,80.0,0.5,2022-11-23,1,13,264.0
1791,148,14,251.0,0.25791719543147207,2022-11-22,1,56,900.0
1378,80,26,160.0,0.08,2022-11-22,5,23,92.0
1651,164,26,80.0,0.08,2022-11-22,8,46,1000.0
590,164,12,80.0,0.25791719543147207,2022-11-22,5,46,57.0
1074,148,15,80.0,0.25791719543147207,2022-11-22,1,56,809.0
1312,173,10,80.0,0.25791719543147207,2022-11-22,15,25,770.0
833,90,26,900.0,0.2,2022-11-21,1,36,1200.0
862,53,12,93.0,0.1,2022-11-21,6,56,804.0
469,24,28,80.0,0.15,2022-11-21,9,56,481.0
661,48,10,80.0,1.0,2022-11-21,15,56,156.5
1865,67,12,100.0,0.04,2022-11-19,13,22,914.0
295,137,30,1500.0,0.08,2022-11-18,1,56,1600.0
1103,148,30,300.0,0.2,2022-11-18,7,56,2100.0
1567,148,15,105.0,0.2,2022-11-18,8,56,459.0
1499,98,30,57.0,0.25791719543147207,2022-11-18,5,55,34.0
275,126,10,80.0,0.25,2022-11-18,7,56,281.0
851,157,30,80.0,0.25791719543147207,2022-11-18,8,5,1600.0
1017,40,3,80.0,0.25791719543147207,2022-11-18,15,56,156.5
1366,80,7,80.0,0.25791719543147207,2022-11-18,15,23,205.0
1526,184,21,80.0,0.25,2022-11-18,0,56,18.0
1703,8,3,80.0,0.15,2022-11-18,4,56,33.0
1360,148,21,200.0,0.07,2022-11-17,1,56,208.0
1150,126,24,180.0,0.25791719543147207,2022-11-17,7,56,472.0
741,137,24,113.0,0.25791719543147207,2022-11-17,1,56,156.5
837,64,10,72.0,0.33,2022-11-17,15,50,281.0
320,126,27,58.0,0.25791719543147207,2022-11-17,5,56,54.0
275,126,10,37.0,0.25,2022-11-17,7,56,281.0
1585,176,22,34.0,0.19,2022-11-17,5,7,73.0
871,176,10,15.0,0.04,2022-11-17,7,7,278.0
3,54,20,9.0,0.09,2022-11-17,4,24,35.0
845,152,22,80.0,0.17,2022-11-17,6,56,188.0
1047,126,21,80.0,0.14,2022-11-17,0,56,156.5
1560,35,22,80.0,0.13,2022-11-17,6,7,148.0
64,159,26,10000.0,0.03,2022-11-16,1,56,108.0
332,148,16,4100.0,0.05,2022-11-16,1,56,2.0
1681,119,12,211.0,0.21,2022-11-16,6,28,157.0
1777,54,20,200.0,0.4,2022-11-16,15,24,889.0
1446,126,22,120.0,0.1,2022-11-16,1,56,235.0
1390,24,26,90.0,0.11,2022-11-16,9,56,452.0
948,52,22,76.0,0.23,2022-11-16,5,56,56.0
1836,126,20,70.0,0.09,2022-11-16,15,56,436.0
1198,24,15,59.0,0.22,2022-11-16,1,56,409.0
432,185,7,80.0,0.05,2022-11-16,1,7,168.0
441,18,30,80.0,0.16,2022-11-16,15,17,63.0
742,8,24,80.0,0.25,2022-11-16,15,56,501.0
746,98,22,80.0,0.17,2022-11-16,7,55,1000.0
796,98,22,80.0,0.25791719543147207,2022-11-16,4,55,15.0
861,148,23,80.0,1.0,2022-11-16,4,56,21.0
1696,126,6,241.0,0.06,2022-11-15,1,56,2000.0
102,148,22,180.0,0.09,2022-11-15,1,56,453.0
1163,126,28,170.0,0.17,2022-11-15,8,56,507.0
462,107,12,120.0,1.0,2022-11-15,1,1,1700.0
1271,148,23,100.0,0.2,2022-11-15,7,56,156.5
1273,176,24,71.0,0.25791719543147207,2022-11-15,5,7,154.0
1278,148,21,60.0,1.0,2022-11-15,0,56,156.5
829,68,22,50.0,0.16,2022-11-15,15,17,28.0
1613,8,10,50.0,0.25791719543147207,2022-11-15,7,56,256.0
1747,101,2,45.0,0.08,2022-11-15,0,30,156.5
278,148,27,31.0,0.1,2022-11-15,6,56,164.0
83,179,10,80.0,0.25,2022-11-15,5,7,11.0
1094,109,10,80.0,1.0,2022-11-15,15,56,156.5
1114,104,12,80.0,0.25791719543147207,2022-11-15,1,50,441.0
1119,159,26,80.0,0.19,2022-11-15,15,56,381.0
1160,25,21,80.0,0.12,2022-11-15,5,56,174.0
1369,94,22,80.0,0.11,2022-11-15,1,56,382.0
1594,163,2,80.0,0.25791719543147207,2022-11-15,1,9,12600.0
1686,11,20,80.0,0.25791719543147207,2022-11-15,6,49,187.0
1796,107,22,80.0,0.3,2022-11-15,1,1,68.0
778,152,15,500.0,0.05,2022-11-14,1,56,28.0
1413,168,15,500.0,0.25791719543147207,2022-11-14,1,56,791.0
1885,97,11,300.0,0.2,2022-11-14,2,56,200.0
1349,126,24,170.0,0.85,2022-11-14,6,56,405.0
1233,171,27,143.0,0.15,2022-11-14,2,14,90.0
811,148,29,124.0,0.13,2022-11-14,7,56,240.0
1403,99,15,90.0,0.25791719543147207,2022-11-14,1,56,347.0
1198,24,15,59.0,0.22,2022-11-14,1,56,409.0
283,6,20,51.0,0.25791719543147207,2022-11-14,1,56,212.0
355,148,21,40.0,0.08,2022-11-14,15,56,100.0
1082,90,3,30.0,0.25791719543147207,2022-11-14,3,36,6.0
678,90,30,20.0,0.25791719543147207,2022-11-14,15,36,12.0
1436,80,12,80.0,0.25791719543147207,2022-11-14,15,23,156.5
1655,148,15,80.0,0.57,2022-11-14,1,56,624.0
1730,148,24,100.0,0.3,2022-11-11,7,56,597.0
613,18,18,60.0,0.08,2022-11-11,7,56,593.0
322,156,10,80.0,0.25791719543147207,2022-11-11,3,8,2.0
838,6,20,80.0,0.25791719543147207,2022-11-11,0,56,156.5
1120,137,24,80.0,0.07,2022-11-11,1,56,355.0
676,80,30,1300.0,0.12,2022-11-10,1,23,1300.0
841,148,10,400.0,0.3,2022-11-10,15,56,1500.0
193,148,10,100.0,0.06,2022-11-10,1,56,665.0
794,148,6,65.0,0.27,2022-11-10,7,56,119.0
376,148,3,60.0,0.25791719543147207,2022-11-10,1,56,549.0
1492,148,22,45.0,0.1,2022-11-10,1,56,326.0
1802,24,20,40.0,0.25791719543147207,2022-11-10,15,56,18.0
1116,93,3,20.0,0.48,2022-11-10,4,56,11.0
127,137,28,80.0,0.25,2022-11-10,15,56,156.5
1328,148,7,80.0,0.25791719543147207,2022-11-10,5,56,81.0
1414,59,18,80.0,0.1,2022-11-10,6,56,200.0
1761,170,12,80.0,0.25791719543147207,2022-11-10,3,1,13.0
1775,148,13,80.0,1.0,2022-11-10,15,56,156.5
1844,8,22,80.0,0.25791719543147207,2022-11-10,6,56,277.0
1016,148,2,11000.0,0.13,2022-11-09,1,56,26000.0
1325,159,24,862.0,0.13,2022-11-09,1,56,320.0
601,159,24,300.0,0.4,2022-11-09,6,56,310.0
125,99,31,144.0,0.22,2022-11-09,2,56,686.0
1362,43,10,137.0,0.2,2022-11-09,1,56,527.0
922,148,20,130.0,0.15,2022-11-09,0,56,6.0
267,40,2,80.0,0.25791719543147207,2022-11-09,15,56,165.0
1246,17,15,36.0,0.1,2022-11-09,4,22,20.0
842,148,2,35.0,0.07,2022-11-09,0,56,244.0
728,17,10,25.0,0.25791719543147207,2022-11-09,6,22,475.0
1071,173,20,25.0,0.15,2022-11-09,6,56,69.0
69,148,20,80.0,0.25791719543147207,2022-11-09,0,56,72.0
352,119,6,80.0,0.12,2022-11-09,2,28,78.0
402,148,7,80.0,0.25791719543147207,2022-11-09,1,56,458.0
570,24,15,80.0,1.0,2022-11-09,5,56,81.0
1353,148,22,80.0,0.1,2022-11-09,1,56,44.0
1501,169,21,80.0,0.25791719543147207,2022-11-09,1,50,2100.0
551,24,22,200.0,0.25791719543147207,2022-11-08,1,56,476.0
1339,24,15,65.0,0.5,2022-11-08,5,56,257.0
106,148,0,80.0,0.16,2022-11-08,1,56,300.0
150,5,30,80.0,0.25791719543147207,2022-11-08,5,19,6.0
1072,159,15,80.0,0.1,2022-11-08,1,56,731.0
1374,99,22,80.0,0.11,2022-11-08,0,56,156.5
1388,148,27,1000.0,0.01,2022-11-07,1,56,65.0
1699,17,7,350.0,0.1,2022-11-07,11,22,838.0
1847,148,29,350.0,0.05,2022-11-07,0,56,85.0
479,157,10,190.0,0.12,2022-11-07,2,5,280.0
365,112,28,80.0,0.15,2022-11-07,15,56,137.0
484,148,6,80.0,0.25,2022-11-07,9,56,223.0
1725,126,28,110.0,0.05,2022-11-06,1,56,30.0
218,88,7,25.0,0.25791719543147207,2022-11-06,7,40,148.0
1264,75,7,80.0,0.25791719543147207,2022-11-06,15,22,14.0
1685,148,2,3700.0,0.5,2022-11-04,1,56,12900.0
1692,17,26,350.0,0.25791719543147207,2022-11-04,15,22,1500.0
1239,18,22,200.0,1.0,2022-11-04,0,17,5.0
872,80,10,70.0,0.08,2022-11-04,15,23,180.0
554,122,3,59.0,0.22,2022-11-04,15,56,60.0
154,126,26,80.0,0.14,2022-11-04,4,56,380.0
1061,99,3,80.0,0.1,2022-11-04,6,56,260.0
1533,148,10,1000.0,0.14,2022-11-03,11,56,2300.0
964,148,30,700.0,0.13,2022-11-03,1,56,4900.0
911,38,10,200.0,0.25791719543147207,2022-11-03,1,56,156.5
1243,44,10,150.0,0.15,2022-11-03,6,56,428.0
463,18,12,100.0,0.25791719543147207,2022-11-03,1,17,8300.0
1431,148,18,60.0,0.2,2022-11-03,8,56,154.0
36,148,10,80.0,0.01,2022-11-03,1,56,1500.0
353,99,24,80.0,0.25791719543147207,2022-11-03,15,56,1300.0
938,148,20,80.0,0.1,2022-11-03,1,56,16.0
1281,40,12,80.0,0.25791719543147207,2022-11-03,6,56,150.0
1370,24,15,80.0,0.82,2022-11-03,1,56,445.0
1474,148,24,80.0,0.15,2022-11-03,7,56,253.0
1536,148,7,80.0,0.25791719543147207,2022-11-03,5,56,50.0
1143,148,24,550.0,0.18,2022-11-02,1,56,1900.0
321,148,10,156.0,0.12,2022-11-02,10,56,2300.0
312,148,10,142.0,0.1,2022-11-02,11,56,468.0
443,179,3,134.0,0.22,2022-11-02,7,56,607.0
313,173,28,100.0,0.1,2022-11-02,6,25,92.0
1470,18,10,100.0,0.15,2022-11-02,15,17,188.0
819,148,12,50.0,0.5,2022-11-02,6,56,103.0
472,168,3,10.0,0.13,2022-11-02,15,56,156.5
174,128,3,80.0,0.3,2022-11-02,3,45,0.0
1445,178,28,80.0,0.25791719543147207,2022-11-02,0,37,8.0
94,148,30,259.0,0.25791719543147207,2022-11-01,15,56,3600.0
208,65,31,226.0,0.25791719543147207,2022-11-01,0,56,156.5
1148,148,22,200.0,0.25791719543147207,2022-11-01,1,56,156.5
1713,148,10,140.0,0.07,2022-11-01,1,56,144.0
644,148,25,100.0,0.33,2022-11-01,6,56,148.0
1118,131,12,70.0,0.18,2022-11-01,15,50,377.0
1118,131,12,70.0,0.18,2022-11-01,15,37,477.0
1118,131,12,70.0,0.06,2022-11-01,15,37,479.0
744,179,20,50.0,0.05,2022-11-01,6,7,300.0
496,176,20,24.0,0.25791719543147207,2022-11-01,5,7,56.0
1581,157,2,10.0,0.25791719543147207,2022-11-01,15,5,156.5
230,148,15,80.0,0.2,2022-11-01,6,56,212.0
722,24,29,80.0,0.25791719543147207,2022-11-01,5,56,28.0
880,169,15,300.0,0.1,2022-10-31,7,50,568.0
1098,24,17,60.0,0.25791719543147207,2022-10-31,7,56,213.0
540,126,10,30.0,0.27,2022-10-31,5,56,11.0
541,148,10,25.0,0.2,2022-10-31,5,56,85.0
499,17,26,23.0,0.25791719543147207,2022-10-31,4,22,17.0
64,159,26,150.0,0.25791719543147207,2022-10-28,1,56,108.0
573,138,12,100.0,1.0,2022-10-28,5,56,35.0
34,159,15,32.0,0.21,2022-10-28,1,56,156.5
1505,57,12,80.0,0.35,2022-10-28,6,17,11.0
1337,115,1,210.0,0.43,2022-10-27,5,7,163.0
1320,99,10,84.0,0.17,2022-10-27,5,56,277.0
896,148,13,13.0,0.25791719543147207,2022-10-27,9,56,328.0
672,117,21,80.0,1.0,2022-10-27,3,22,156.5
1502,8,26,80.0,0.25791719543147207,2022-10-27,1,56,156.5
1024,153,11,400.0,0.15,2022-10-26,1,56,114.0
1859,159,24,300.0,0.05,2022-10-26,1,56,97.0
428,24,28,200.0,0.17,2022-10-26,9,56,750.0
94,138,30,173.0,0.25791719543147207,2022-10-26,15,56,3600.0
669,148,10,94.0,0.12,2022-10-26,4,56,156.5
281,148,14,80.0,0.25791719543147207,2022-10-26,8,56,683.0
630,148,10,150.0,0.42,2022-10-25,7,56,553.0
532,148,10,30.0,0.12,2022-10-25,6,56,142.0
1728,173,13,17.0,0.5,2022-10-25,3,25,15.0
265,148,21,80.0,0.35,2022-10-25,7,56,156.5
396,159,18,80.0,0.25791719543147207,2022-10-25,8,56,1100.0
1225,3,15,4000.0,0.05,2022-10-24,1,34,156.5
308,148,15,400.0,0.2,2022-10-24,6,56,462.0
1478,24,28,198.0,0.14,2022-10-24,9,56,849.0
996,18,24,100.0,0.25791719543147207,2022-10-24,15,17,214.0
1704,157,22,50.0,0.04,2022-10-24,7,5,336.0
1147,82,15,62.0,0.16,2022-10-23,15,25,86.0
77,173,15,23.0,0.38,2022-10-23,15,25,36.0
857,8,27,120.0,0.1,2022-10-21,2,56,138.0
559,159,28,100.0,0.01,2022-10-21,1,56,156.5
528,18,10,43.0,0.33,2022-10-21,15,17,30.0
1563,123,15,30.0,0.3,2022-10-21,4,22,4.0
1760,148,30,80.0,0.54,2022-10-21,1,56,575.0
749,15,20,227.0,0.12,2022-10-20,6,5,127.0
1855,148,24,64.0,0.46,2022-10-20,6,56,151.0
950,148,23,23.0,0.11,2022-10-20,6,56,203.0
1386,9,27,20.0,0.25791719543147207,2022-10-20,2,56,5.0
97,98,30,80.0,0.25791719543147207,2022-10-20,1,55,629.0
1361,148,24,80.0,0.2,2022-10-20,8,56,365.0
1510,24,22,80.0,0.5,2022-10-20,1,56,260.0
684,136,12,250.0,0.25791719543147207,2022-10-19,11,56,3400.0
111,148,10,32.0,0.3,2022-10-19,5,56,177.0
795,98,28,20.0,0.12,2022-10-19,5,55,88.0
348,167,24,80.0,0.25791719543147207,2022-10-19,5,56,13.0
379,29,6,80.0,0.25791719543147207,2022-10-19,10,4,596.0
1441,148,24,80.0,0.25791719543147207,2022-10-19,15,56,313.0
563,148,26,84.0,0.07,2022-10-18,10,56,1700.0
902,159,26,56.0,0.21,2022-10-18,1,56,71.0
27,18,15,50.0,0.25791719543147207,2022-10-17,5,17,189.0
1628,32,20,50.0,0.05,2022-10-17,15,0,156.5
1021,159,22,80.0,0.25791719543147207,2022-10-17,1,56,1.0
1102,18,3,80.0,1.0,2022-10-17,5,17,42.0
593,148,21,24.0,0.21,2022-10-16,15,56,235.0
752,163,14,80.0,0.25791719543147207,2022-10-16,15,9,156.5
343,146,24,378.0,0.27,2022-10-14,15,56,156.5
163,99,12,200.0,0.19,2022-10-14,1,56,122.0
600,98,10,80.0,1.0,2022-10-14,15,55,9.0
1287,127,7,80.0,1.0,2022-10-14,3,22,156.5
1388,148,27,90.0,0.25791719543147207,2022-10-13,1,56,65.0
1241,126,2,65.0,1.0,2022-10-13,0,56,10.0
558,159,28,80.0,0.25791719543147207,2022-10-13,6,56,61.0
252,17,7,2500.0,0.05,2022-10-12,2,22,5500.0
11,148,27,150.0,0.1,2022-10-12,8,56,426.0
1450,169,22,150.0,0.25791719543147207,2022-10-12,1,50,1500.0
625,17,7,130.0,0.75,2022-10-12,4,22,17.0
